airport,x,y
64TX,147035.5188695187,-1703831.8030804822
8T8,117375.08724305291,-1716360.5489230861
36TA,147228.02430719213,-1711146.617868664
74R,147044.30645983733,-1740758.4673645212
1T8,150884.68286367605,-1690571.9523160274
T94,149500.58285286624,-1709243.9658896266
5C1,127215.3825869111,-1692740.7584752464
09XS,147396.9168261971,-1724398.0703605316
SAT,149495.41162521293,-1713236.8214802425
XA29,141900.19476446582,-1718269.403829159
86TS,569198.0991055362,-1479768.8309304407
78R,555826.0356466003,-1474383.8620059893
53XS,243497.40714797465,-2083273.929295339
T58,258628.24663435173,-1291023.6672233352
TE24,260763.18451872084,-1284158.7188334758
TX96,255925.4912405272,-1283639.2320860648
TS74,252543.24035440257,-1287806.0045846463
6X8,270474.8355872051,-1289720.679481479
TA30,480651.63151958503,-1724673.2948950068
2TE1,483569.19183672615,-1723998.7669383676
86TE,174409.72924354134,-1368973.137813739
XS94,57816.38579966225,-1980898.6537985904
9TE0,341498.03590376134,-1391140.0327838687
1TA0,486429.7221342531,-1692084.1914439874
8TA1,319747.06523533346,-1824899.2151218993
5TA9,327216.4124862137,-1368494.0938365432
TT97,-238306.44874704085,-1333400.9011817458
9TS0,385093.54495160293,-1677992.8206105013
93TS,378311.02844751667,-1682468.184387916
3TA2,383279.0043846801,-1683531.6058013935
2TA4,360990.39982469036,-1683287.4672815956
05TA,363541.4330407947,-1676408.8414613695
1XA7,383773.86639781034,-1683865.6655261337
TE51,211370.1964457077,-1711352.104887908
E70,196051.05087254476,-1704744.1007490044
XS98,200381.5271183392,-1708521.5090244706
0TX6,195626.91330399222,-1715499.334148485
SEQ,204153.0569683522,-1708589.5786351773
GNC,-249634.7567640275,-1363947.7344440743
5TA0,-276834.51189507946,-1356784.2460749936
39TE,-257552.40264108847,-1358960.6374468037
GYI,309060.0522535619,-1246889.0465319955
TE36,275271.4963096047,-1725748.8177492174
XS49,281100.8926536609,-1714717.3378227507
79XS,-119678.6246782796,-1168690.9674164043
T69,243846.1804541746,-1875753.0314619637
F49,-154832.83424319702,-1276734.501776446
3TX,246910.59606352687,-1284635.720435582
T28,239069.15286841782,-1289126.576671892
96XS,510690.99849616515,-1699733.7151408272
84R,275043.0702036073,-1655584.719645748
08XA,337638.3703020643,-1603515.5012237402
52TS,177618.31798038047,-1615149.9853150996
0XS7,-27421.43943874644,-1751958.247741267
T70,-46281.18844651131,-1760202.433582477
55XS,-40980.090612093874,-1754951.3969278762
0XS8,-36795.56925009947,-1764912.7654535796
7TS6,436572.6335635634,-1648221.113221412
41XA,149648.7404789134,-1680422.2029474678
61TE,223142.15139035723,-1330767.1199723487
6XS7,217908.1166500786,-1323945.0574809113
TE53,437034.69686283695,-1673319.9525373548
TA16,-79657.02757562853,-1282530.9261559832
56XS,433400.7636785075,-1691564.0330502833
30TX,130325.05436592038,-1636555.39240606
H70,-183997.61063819763,-959172.8812249613
9XS6,-233337.45051158508,-1211936.9270054244
XA05,-242633.51195921854,-1206349.7344465035
59TA,428578.35353858635,-1694752.9099339433
68TA,428175.6977198835,-1691707.5463399459
SLR,409603.0320105096,-1303740.0813764245
88TX,411664.94410392124,-1303830.9553617376
TA69,321013.0719366292,-1345892.0145574757
23TE,322598.49715336843,-1349774.7655482844
X43,-164902.6234720617,-994706.5729321298
2KL,153486.09729949126,-1595691.1761923211
SWW,-43995.828426632674,-1390684.7101342815
86XS,-34632.883801529686,-1398162.3146975436
TA70,390211.723352262,-1457059.1232125654
3TE8,-350539.42122364993,-1730975.3826688093
1XS7,-276637.72196212615,-1719276.628066137
TRL,351169.56299668475,-1356492.491008467
TA71,350097.03864005243,-1356376.879738929
64XS,554647.611470551,-1265125.5410390766
TS50,488666.3522137006,-1713331.0284660058
43XS,490363.7037283802,-1712282.9171900232
TA13,-258028.47082061874,-966907.4273668339
23TX,237183.9438014053,-1521917.7336287312
1TE2,442546.93400262645,-1635449.539535268
23TA,330253.8405257527,-1271150.0305791213
16TA,-363451.777173458,-1553785.3187135018
48TX,337713.74994859926,-1274758.442670412
52TA,340180.267632586,-1273315.4752105433
XA30,443462.1737794064,-1545709.4764672224
XA52,452106.80239835003,-1548992.671642304
TE91,466179.72204850166,-1424757.3296806368
7XA4,258538.2283230229,-1531031.061621676
26TX,-1624.9542241492738,-1247307.2615125831
I06,-163743.13066044284,-1156805.419444896
1TA2,-137764.64336476589,-1148088.1587826055
XS76,-167092.56935604388,-1162933.2455405581
2XS5,152952.1152408127,-1660642.5068230182
TYR,434225.1752390493,-1391743.5078526181
9F1,245048.01481757348,-1480658.1091485047
3XA1,263858.04154532333,-1275113.8236018852
X16,268221.32857329585,-1275003.145681159
51TX,408275.66807661805,-1372499.9297037986
5XS5,404464.41839399154,-1372338.0558634675
97XS,328274.1051932642,-1277267.6859438163
06XA,319712.3738954186,-1276160.306123071
VHN,-458738.84576079814,-1533774.0285065107
88TA,-462390.86497087544,-1489533.1122625421
E52,-218591.56917176023,-1081889.5623846904
75TS,274590.9048314913,-1391782.0883625497
9XA4,279713.5664446067,-1398313.3216339226
28TX,50444.10477077747,-1211605.8188276216
31TX,254595.68278740934,-1483037.6376945244
5TA2,262631.82539954456,-1498499.340171626
7TX1,267207.936016586,-1491782.660461058
2TS3,262864.6775096797,-1473659.6837378338
TA57,286668.64487495087,-1479001.365739774
75TE,262125.08923927136,-1466161.970170722
TA04,278686.40284735436,-1487626.4620973812
PWG,256217.152642532,-1495353.3675607138
60F,68746.32074905443,-1259878.2144498576
TA67,-191870.93953038973,-1246828.1053222937
2F1,-16855.374942284892,-1084537.4161041284
09TX,-194858.9156289355,-1579393.625588928
9TX9,-189222.38963053972,-1578511.963258592
XS99,491174.26301263884,-1596798.2227394527
72TS,330320.63440510747,-1727217.6790765326
SWI,317578.1603974907,-1256515.1188612615
51TS,313979.6057571293,-1255209.7298646043
TA93,303838.7286753508,-1256038.5139074274
9XS2,299734.7692314596,-1253922.896584272
14XA,298672.0856865602,-1253497.8815182284
8TA2,315309.21677906346,-1253698.8784436516
11TX,307708.5033511068,-1252182.5777200242
SNK,-89418.98487435341,-1365321.87085184
53T,142128.73730447105,-1748452.3708516266
TE37,-43627.58443285134,-1633403.5129931262
9TE2,-42829.92548619423,-1600396.4928567866
0XS2,-51238.76232585504,-1601773.9057977903
SOA,-62538.85959946995,-1598360.4174144785
TS49,532103.0613519965,-1626010.5719698884
5TX3,466687.583640579,-1689761.7730133797
0XS5,285924.8292174932,-2082374.418451716
E42,-107425.68545016284,-974469.8491199092
0XS6,178980.2964385384,-1606018.6583233622
88R,181501.16169607482,-1608970.473058479
8TA3,176320.08603446736,-1604328.2882631226
1TS5,430715.2962780462,-1691517.284911201
F56,24989.271583387344,-1341776.8576111067
63F,-172554.47840367342,-1421440.3358007357
49XS,160401.23016602846,-1501821.7682867143
SEP,172526.3476942187,-1416827.2764234245
17TX,164740.86014382658,-1391185.9713714996
TS95,-92365.16670882734,-1481299.34061117
96TE,-82779.25583015576,-1452745.2873907746
2TS8,208523.01364009446,-1746534.56867925
TS76,136128.0410895912,-1634286.3349838497
TA00,-26284.931292745434,-1399957.1470994202
2XA9,-37454.052408483614,-1392375.0557195302
2F4,-170168.34576611462,-1310085.1823959798
T74,246719.5246700218,-1596388.7321159071
41XS,249082.79975858808,-1600525.6587852063
47XA,249829.9449019917,-1603148.5839235685
68F,351465.4565894797,-1472280.4141581657
TPL,248483.6728273254,-1532378.324863517
5TA1,248404.96339721352,-1527785.0788946277
59XS,252811.45407628824,-1540599.2585193673
40TX,251793.85613305832,-1541139.5394447355
TS92,246482.37882216217,-1525510.9834086746
26TS,440555.7296924379,-1632388.0563779348
72F,79582.09988857563,-1311611.4689823787
24TX,152508.1503160111,-1385744.548591983
TE63,143314.40443017593,-1855160.5275974693
8XS6,295281.5126021995,-1276414.4109323178
XA17,414150.8110886583,-1285574.9968799683
XA69,191952.77946735115,-1403039.398629348
TS52,424673.9736723205,-1642894.8718428519
7TA0,421724.0588867314,-1642446.1928123105
TE49,430965.1589533866,-1645418.287266372
1XA9,434252.51948404656,-1658444.313418712
TA96,432042.60202978045,-1641584.1075210539
27TA,453706.78374886344,-1391833.5186572683
TE18,444840.217208908,-1392451.433537324
5TX7,444925.86998339277,-1392906.8441481558
38XA,435216.20133452927,-1385655.0845046856
16TS,442936.57586568827,-1405763.2364320941
RND,168151.12344165114,-1713444.4690129901
2XS6,41474.290254698164,-1693670.784034641
95TA,50525.94124196576,-1703274.1304836397
UVA,25159.375203796724,-1750058.3581278147
2XS7,30948.81992209102,-1723721.9097316395
62TX,-1426.7715626252348,-1719653.6004913126
2XS8,16988.511918648648,-1748353.2061573425
2XS9,22749.03322565723,-1749922.848276313
53TA,68038.77632824483,-1203908.7882952914
TS30,63253.62914376961,-1203400.1231520856
29TX,58712.08445490855,-1210595.2316451508
F05,66176.28999834931,-1196018.6020639215
VCT,303039.75407161075,-1784068.339733976
3XS2,297330.48254010524,-1788914.1412131547
9TS1,294649.5656569763,-1790211.5559389624
XA70,293035.4584168599,-1784381.653129217
3XS4,587531.7572332545,-1627803.0261107006
XA91,536543.2962816686,-1587112.7668664919
3XS5,129564.17979097625,-1739562.4526997271
ACT,264049.99967317603,-1481040.9366266506
73F,283810.7649556017,-1479100.8244310287
CNW,278845.28421822557,-1477720.698828479
XA85,255943.24336200568,-1478010.3311679843
1XS6,271290.4190297361,-1494383.7452631157
37XA,395146.55659340014,-1654704.942684941
89TA,391082.9146476679,-1632827.1019684593
4XS0,392181.09151913476,-1661750.058361448
6XA4,392819.57275154983,-1654926.1054072017
TE71,387343.68895610183,-1697195.8943661095
9TS2,515112.7717569781,-1662739.6388819525
TS03,214544.25008268253,-1432827.6776445962
74TE,209138.38009141394,-1432984.643090833
8XS9,117574.90178357021,-1667106.1364616086
56TX,314640.2103654197,-1656278.220380003
TS32,560436.1970111906,-1370941.0583666745
25XS,297510.3496300827,-1383212.8605779149
54TA,295634.12572866055,-1403945.321419782
02TE,296156.3117390994,-1393345.3903898685
51TE,302887.70231663657,-1384567.2251291182
6TE7,-144608.14869603195,-1127194.0947419237
54TS,13967.642817735788,-1352777.7956432393
TA19,208654.60635861833,-1365198.4866857196
98TA,208202.6583685919,-1357120.4634665698
58TX,194546.64072926308,-1368129.4491090945
67XS,204390.2457317283,-2083999.0758943427
4XS3,429039.6451112995,-1744074.5804091275
26XA,265231.111590814,-1329249.661433213
41TS,331399.6367169404,-1283161.3746541112
66XS,327571.01650876284,-1281320.4415910975
94R,390849.9653412602,-1735283.218859941
ARM,376500.9925800741,-1737045.9368955765
TE07,379836.4660524668,-1728779.881311022
T59,-18135.543591081656,-1060548.7516128856
SPS,139708.68861660166,-1221279.9306465462
4XS5,593647.6791108483,-1518089.3312306204
97TS,430644.86953100335,-1599130.1033498745
8TX4,429466.9223856081,-1610729.1985688799
4XS6,129466.12929209511,-1618975.3915706812
57TA,220567.14582535898,-1356938.0523707783
76F,377886.8331254145,-1358279.8367865146
8TE1,371960.7488749548,-1351135.613396464
3TS1,190309.8539109449,-1659784.1570036055
70XS,190072.86233283585,-1661785.6037985077
4XS9,177623.48853548488,-1651841.8469748702
TE08,-15104.953098443735,-1425910.6537579843
INK,-304533.5250883433,-1461107.1615355564
TE73,548900.2243125347,-1661196.7230546412
27TS,327385.2852846906,-1323217.4123976217
TE20,324557.9639225111,-1322840.5025479777
XS48,414727.5407007976,-1326289.2497120064
T85,280038.09844580764,-1734273.4088578064
5TA3,279283.0582163315,-1729292.42938653
TE64,280960.0011401487,-1735001.7790430766
APY,75399.35911260136,-1996427.536558642
UT24,-1112729.0462966464,-749792.9494721751
UT00,-1111023.5616722528,-752429.2114571956
UT56,-993421.3010117463,-442678.3381202705
U52,-1103750.57533313,-668170.3694474917
UT82,-1196170.434593141,-712097.4019710917
UT81,-834557.4339809126,-770690.2633735328
UT9,-1022575.1596935919,-454184.6202318332
UT42,-787620.4813113108,-607175.973452307
38UT,-953207.8442726962,-392385.7039056693
DTA,-1070695.1785196713,-543456.150677102
UT49,-1082421.6585566427,-533030.777799766
UT05,-1001385.3518725851,-426043.54749420204
25UT,-1001201.0183221067,-423991.17118114844
U69,-879722.5780784858,-478954.6912539569
2UT2,-1113522.6759971546,-745719.6937277578
DPG,-1093960.3612046635,-448018.7263042071
33U,-787367.6268869266,-408906.93858134607
1L7,-1015282.580398533,-735716.0690361225
FOM,-1065532.1997769244,-592063.6391714762
07UT,-1028572.8012691558,-286859.01707231265
69V,-936274.3635507949,-565044.6694764445
1L8,-1176043.6616470355,-779625.0902116896
UT47,-1177347.1697099702,-783729.900803796
10UT,-1186759.0276472315,-774303.8209061339
UT65,-1184653.3504162433,-455581.53345040727
UT79,-789508.6848389914,-464920.75411905197
99UT,-795151.4418563079,-471556.5780342508
U13,-1064628.7492875925,-671894.2710737571
KNB,-1110222.7257766312,-804493.5863913776
UT30,-1078201.4811331255,-771945.8690783598
UT02,-1109433.7996315723,-799691.0847448069
UT43,-1162756.8835522695,-725874.9023670064
01UT,-819068.4969440134,-697452.6678769729
UT04,-830912.3101686232,-663425.0256711309
UT38,-826880.99233406235,-670388.0613357924
UT72,-830571.3896560915,-665205.6467225504
UT68,-839926.0670012757,-676648.1591889962
CNY,-844521.7743302686,-644215.7131906697
UT53,-821247.1930867289,-676390.8475069071
U64,-818647.6898402554,-739549.605979386
UT25,-905048.2327680313,-831866.8326719163
42U,-981594.0604956466,-357840.79452468426
UT11,-999247.9116767767,-410254.9451914122
04UT,-957552.6714485115,-826177.9864632508
U14,-1011687.6963195355,-512400.38443540636
PVU,-992051.9606379201,-460935.1242112415
UT51,-986795.5207813152,-458627.33972335886
UT69,-820045.5954166729,-487621.02489706944
RIF,-1046600.1108861956,-620090.826905028
3UT6,-1009081.5377323473,-424608.0330503567
74V,-850735.0353994017,-473055.2585690288
UT61,-845758.1223040974,-470676.9748909345
UT52,-1198293.1144630907,-780668.7992448101
SGU,-1195620.7982302897,-788155.76068495
44U,-1019621.7240384477,-590831.7019730086
U42,-1008483.2085257471,-413490.9116638937
UT64,-996070.5914472016,-407806.00424710586
34TX,208774.8639274753,-1370448.5947105035
F78,200536.53831909946,-1376647.658686172
08TX,211579.55882643472,-1344813.3667764096
6TA7,208655.74669115458,-1348177.5481571923
WEA,217986.4996846581,-1357019.6506993978
2TS7,205303.6017839114,-1353487.0439303336
TE93,212507.4791714323,-1354344.707883514
XA86,206679.6085390684,-1377149.339181173
52XS,475295.58264749905,-1700403.811312666
F06,-17846.81506293041,-1127710.3253632253
36XS,-10980.79657086054,-1122523.8808862225
0TX4,-2454.437484002589,-1114085.2170436587
TXW,204938.60423159326,-2081121.6051356597
68XS,290853.55291666934,-1246780.2877880572
69XS,294409.4529695891,-1243093.5704888823
36TX,291637.2454926866,-1246791.747893264
TA80,284830.3557910372,-1227965.504717977
T29,284569.2960250887,-1257072.633174502
37XS,245136.32386098237,-1438749.8533594136
78TE,253217.0482078691,-1436261.2116722788
TX71,186505.79013116102,-1333216.0017083879
F14,128269.7764670516,-1226034.0138841656
7TX0,132488.26315489423,-1239119.6323858115
52XA,145609.83855338916,-1214558.8251173822
CWC,140073.9928982829,-1235463.33205969
5XS3,558354.7033464764,-1670112.9103733844
T90,541567.9722464754,-1665766.4761802035
77XA,533763.4300134897,-1665481.3979011169
F51,442777.7417852042,-1326456.3008669552
TA61,455940.6808285303,-1377267.1103905626
77F,1379.4058006899368,-1448285.6751141653
42TX,367234.4380954972,-1288418.8494314733
T96,-187502.50345533658,-1286133.313294809
80XS,278830.02252841886,-1255847.3386496997
09R,533092.8332666907,-1560582.7407330843
TE19,535993.6887128277,-1560272.8348189786
9TS4,327430.9956468092,-1324476.296917232
BDG,-835132.2994394231,-776728.4020817943
66V,-852146.2510849137,-811498.589509426
UT58,-789108.7940717086,-502297.2079921511
BTF,-999197.780483072,-386862.29002601904
BMC,-999613.9480952302,-309526.6617849984
UT14,-997651.1342893018,-316839.98225851316
2UT3,-1044051.3200145392,-309790.07790122536
BCE,-1065951.0269903408,-732828.1787017882
CDC,-1148867.4787237588,-720779.3187224017
UT80,-1155201.5562550917,-727239.9127671417
UT12,-1147927.0854063006,-722448.8200030406
UT41,-1013308.7179216425,-444323.1380813302
UT83,-918878.0384617824,-466678.87806579255
UT74,-894170.1245584966,-762472.5363095
U07,-943254.2502254371,-767784.6845547125
UT09,-869403.24562464,-559907.7813789735
U34,-882673.1721809739,-616739.4781423989
U96,-931668.7292973542,-781655.5510816807
UT03,-910013.4059891823,-733253.5882377985
HVE,-930737.2053927649,-671450.5310927734
UT97,-898619.5784552592,-704917.9841055489
UT26,-1089270.8151931416,-743091.880473734
HCR,-963464.9968384885,-435440.3736967388
2UT4,-961346.3440386571,-434773.8053637083
3UT7,-971428.5510684315,-442441.14480556716
UT44,-1001399.0769375566,-361352.8342036314
UT54,-1176644.8008150135,-766782.462220876
38U,-1008624.131460989,-667280.8278147171
LGU,-978625.6846630874,-285868.77411593695
23UT,-976428.7949326772,-288105.447835517
UT22,-976663.8527924103,-290263.84508481814
02UT,-1148965.4759300656,-306916.4139094089
UT28,-1175923.545970174,-685532.1986067788
40U,-810507.9275876795,-398527.26464523777
41U,-995905.8403931739,-560224.6753622739
03UT,-884833.524431091,-822657.9746362872
MLF,-1129693.8483128378,-642037.2605065996
UT75,-867119.6846524385,-666639.6951078677
UT39,-999945.1509671711,-387864.2874547741
HIF,-999006.6118337178,-358088.8753791981
UT16,-996597.2939437758,-351799.5796295853
OGD,-1001132.1754794227,-349765.47163104895
UT78,-989894.6600081016,-450695.12807507184
UT85,-985814.6593829902,-451420.6294440908
U55,-1085230.3917782751,-714358.6190237071
UT17,-1078686.243785908,-705552.5940381329
UT15,-1116603.3570152533,-700195.6447456904
36UT,-963913.5533166556,-412208.0937068956
1L9,-1121772.1349886889,-707158.757245534
UT35,-994010.0933215478,-480327.39280713734
PUC,-918739.3944947061,-538992.3927161876
UT31,-997747.7358580217,-398841.71932107426
SLC,-1004609.4621734885,-395049.06406783813
